Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Greeley, CO Metropolitan Statistical Area",743
"Boulder, CO Metropolitan Statistical Area",1037
"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",1153
"Colorado Springs, CO Metropolitan Statistical Area",1130
"Fort Collins, CO Metropolitan Statistical Area",1078
"Grand Junction, CO Metropolitan Statistical Area",898
"Pueblo, CO Metropolitan Statistical Area",1019
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
