Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Ogden-Clearfield, UT Metropolitan Statistical Area",751
"St. George, UT Metropolitan Statistical Area",1027
"Provo-Orem, UT Metropolitan Statistical Area",692
"Logan, UT-ID Metropolitan Statistical Area",606
"Salt Lake City, UT Metropolitan Statistical Area",860
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
