Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Medford, OR Metropolitan Statistical Area",878
"Salem, OR Metropolitan Statistical Area",750
"Albany-Lebanon, OR Metropolitan Statistical Area",958
"Bend, OR Metropolitan Statistical Area",906
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",1007
"Roseburg, OR Micropolitan Statistical Area",826
"Eugene-Springfield, OR Metropolitan Statistical Area",917
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
