Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Gulfport-Biloxi, MS Metropolitan Statistical Area",871
"Meridian, MS Micropolitan Statistical Area",814
"Tupelo, MS Micropolitan Statistical Area",668
"Jackson, MS Metropolitan Statistical Area",1001
"Hattiesburg, MS Metropolitan Statistical Area",731
"Memphis, TN-MS-AR Metropolitan Statistical Area",1521
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
