Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",1029
"Bellingham, WA Metropolitan Statistical Area",891
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",1007
"Longview, WA Metropolitan Statistical Area",751
"Kennewick-Richland, WA Metropolitan Statistical Area",614
"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",968
"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",923
"Yakima, WA Metropolitan Statistical Area",492
"Spokane-Spokane Valley, WA Metropolitan Statistical Area",900
"Wenatchee, WA Metropolitan Statistical Area",604
"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",776
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
