Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Lawton, OK Metropolitan Statistical Area",766
"Tulsa, OK Metropolitan Statistical Area",787
"Oklahoma City, OK Metropolitan Statistical Area",851
"Fort Smith, AR-OK Metropolitan Statistical Area",558
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
