Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",794
"Binghamton, NY Metropolitan Statistical Area",676
"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",766
"Glens Falls, NY Metropolitan Statistical Area",657
"Ithaca, NY Metropolitan Statistical Area",597
"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",543
"Kingston, NY Metropolitan Statistical Area",953
"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",898
"Ogdensburg-Massena, NY Micropolitan Statistical Area",470
"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",791
"Rochester, NY Metropolitan Statistical Area",837
"Syracuse, NY Metropolitan Statistical Area",751
"Utica-Rome, NY Metropolitan Statistical Area",621
"Watertown-Fort Drum, NY Metropolitan Statistical Area",593
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
