Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",871
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",815
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",959
"Gainesville, FL Metropolitan Statistical Area",890
"Homosassa Springs, FL Metropolitan Statistical Area","1,261"
"Jacksonville, FL Metropolitan Statistical Area","1,136"
"Lakeland-Winter Haven, FL Metropolitan Statistical Area",842
"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1,319"
"Naples-Marco Island, FL Metropolitan Statistical Area",862
"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",986
"Ocala, FL Metropolitan Statistical Area",931
"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area","1,072"
"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area","1,094"
"Panama City, FL Metropolitan Statistical Area",857
"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",881
"Port St. Lucie, FL Metropolitan Statistical Area","1,066"
"Punta Gorda, FL Metropolitan Statistical Area",952
"Sebastian-Vero Beach, FL Metropolitan Statistical Area","1,614"
"Sebring-Avon Park, FL Metropolitan Statistical Area",768
"Tallahassee, FL Metropolitan Statistical Area",976
"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area","1,093"
"The Villages, FL Metropolitan Statistical Area",922
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
