Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Boise City, ID Metropolitan Statistical Area",704
"Coeur d'Alene, ID Metropolitan Statistical Area",702
"Idaho Falls, ID Metropolitan Statistical Area",459
"Logan, UT-ID Metropolitan Statistical Area",428
"Twin Falls, ID Metropolitan Statistical Area",511
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
