Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Ames, IA Metropolitan Statistical Area",471
"Cedar Rapids, IA Metropolitan Statistical Area",564
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",568
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",588
"Iowa City, IA Metropolitan Statistical Area",492
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",735
"Sioux City, IA-NE-SD Metropolitan Statistical Area",440
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",450
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
