Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Kansas City, MO-KS Metropolitan Statistical Area",803
"Lawrence, KS Metropolitan Statistical Area",711
"Manhattan, KS Metropolitan Statistical Area",715
"St. Joseph, MO-KS Metropolitan Statistical Area",566
"Topeka, KS Metropolitan Statistical Area",878
"Wichita, KS Metropolitan Statistical Area",752
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
