Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Duluth, MN-WI Metropolitan Statistical Area",596
"Fargo, ND-MN Metropolitan Statistical Area",516
"Grand Forks, ND-MN Metropolitan Statistical Area",443
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",561
"Mankato, MN Metropolitan Statistical Area",496
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",757
"Rochester, MN Metropolitan Statistical Area",551
"St. Cloud, MN Metropolitan Statistical Area",453
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
