Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Bloomington, IL Metropolitan Statistical Area","1,042"
"Carbondale-Marion, IL Metropolitan Statistical Area",631
"Champaign-Urbana, IL Metropolitan Statistical Area",870
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area","1,145"
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",366
"Decatur, IL Metropolitan Statistical Area",824
"Kankakee, IL Metropolitan Statistical Area",815
"Ottawa, IL Micropolitan Statistical Area",633
"Peoria, IL Metropolitan Statistical Area",935
"Rockford, IL Metropolitan Statistical Area",738
"Springfield, IL Metropolitan Statistical Area",994
"St. Louis, MO-IL Metropolitan Statistical Area",457
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
