Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Barnstable Town, MA Metropolitan Statistical Area",472
"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",678
"Pittsfield, MA Metropolitan Statistical Area",434
"Providence-Warwick, RI-MA Metropolitan Statistical Area",970
"Springfield, MA Metropolitan Statistical Area",503
"Worcester, MA-CT Metropolitan Statistical Area",537
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
