Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Duluth, MN-WI Metropolitan Statistical Area",128
"Fargo, ND-MN Metropolitan Statistical Area",157
"Grand Forks, ND-MN Metropolitan Statistical Area",137
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",97
"Mankato, MN Metropolitan Statistical Area",129
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",171
"Rochester, MN Metropolitan Statistical Area",141
"St. Cloud, MN Metropolitan Statistical Area",120
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
