Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Alexandria, LA Metropolitan Statistical Area",234
"Baton Rouge, LA Metropolitan Statistical Area",527
"Hammond, LA Metropolitan Statistical Area",286
"Houma-Thibodaux, LA Metropolitan Statistical Area",185
"Lafayette, LA Metropolitan Statistical Area",573
"Lake Charles, LA Metropolitan Statistical Area",275
"Monroe, LA Metropolitan Statistical Area",283
"New Orleans-Metairie, LA Metropolitan Statistical Area",509
"Shreveport-Bossier City, LA Metropolitan Statistical Area",713
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
