Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Billings, MT Metropolitan Statistical Area",295
"Bozeman, MT Micropolitan Statistical Area",286
"Kalispell, MT Micropolitan Statistical Area",201
"Missoula, MT Metropolitan Statistical Area",278
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
