Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",373
"California-Lexington Park, MD Metropolitan Statistical Area",167
"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",143
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",435
"Salisbury, MD-DE Metropolitan Statistical Area",176
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",278
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
