Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Ames, IA Metropolitan Statistical Area",82
"Cedar Rapids, IA Metropolitan Statistical Area",107
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",366
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",115
"Iowa City, IA Metropolitan Statistical Area",103
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",144
"Sioux City, IA-NE-SD Metropolitan Statistical Area",88
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",79
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
