Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",220
"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",182
"New Haven-Milford, CT Metropolitan Statistical Area",201
"Norwich-New London, CT Metropolitan Statistical Area",156
"Torrington, CT Micropolitan Statistical Area",121
"Worcester, MA-CT Metropolitan Statistical Area",537
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
