Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Aguadilla-Isabela, PR Metropolitan Statistical Area",41
"Arecibo, PR Metropolitan Statistical Area",77
"Ponce, PR Metropolitan Statistical Area",77
"San Germán, PR Metropolitan Statistical Area",30
"San Juan-Bayamón-Caguas, PR Metropolitan Statistical Area",51
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
