Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Albuquerque, NM Metropolitan Statistical Area",199
"Farmington, NM Metropolitan Statistical Area",90
"Las Cruces, NM Metropolitan Statistical Area",156
"Santa Fe, NM Metropolitan Statistical Area",173
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
