Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Gulfport-Biloxi, MS Metropolitan Statistical Area",227
"Hattiesburg, MS Metropolitan Statistical Area",273
"Jackson, MS Metropolitan Statistical Area",360
"Memphis, TN-MS-AR Metropolitan Statistical Area",902
"Tupelo, MS Micropolitan Statistical Area",414
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",
