Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Memphis, TN-MS-AR Metropolitan Statistical Area",446
"Jackson, MS Metropolitan Statistical Area",169
"Hattiesburg, MS Metropolitan Statistical Area",141
"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",102
"Meridian, MS Micropolitan Statistical Area",98
"Tupelo, MS Micropolitan Statistical Area",91
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
