Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Memphis, TN-MS-AR Metropolitan Statistical Area",446
"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",317
"Texarkana, TX-AR Metropolitan Statistical Area",141
"Jonesboro, AR Metropolitan Statistical Area",97
"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",73
"Fort Smith, AR-OK Metropolitan Statistical Area",65
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
