Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"St. Louis, MO-IL Metropolitan Statistical Area",183
"Kansas City, MO-KS Metropolitan Statistical Area",110
"Columbia, MO Metropolitan Statistical Area",93
"Springfield, MO Metropolitan Statistical Area",82
"St. Joseph, MO-KS Metropolitan Statistical Area",77
"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",73
"Jefferson City, MO Metropolitan Statistical Area",71
"Joplin, MO Metropolitan Statistical Area",65
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
