Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Kansas City, MO-KS Metropolitan Statistical Area",110
"Wichita, KS Metropolitan Statistical Area",91
"St. Joseph, MO-KS Metropolitan Statistical Area",77
"Topeka, KS Metropolitan Statistical Area",77
"Lawrence, KS Metropolitan Statistical Area",75
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
