Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",176
"Tucson, AZ Metropolitan Statistical Area",106
"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",95
"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",85
"Yuma, AZ Metropolitan Statistical Area",84
"Prescott, AZ Metropolitan Statistical Area",83
"Show Low, AZ Micropolitan Statistical Area",74
"Flagstaff, AZ Metropolitan Statistical Area",59
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
