Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Cleveland-Elyria, OH Metropolitan Statistical Area",226
"Columbus, OH Metropolitan Statistical Area",121
"Dayton, OH Metropolitan Statistical Area",116
"Akron, OH Metropolitan Statistical Area",115
"Toledo, OH Metropolitan Statistical Area",104
"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",96
"Cincinnati, OH-KY-IN Metropolitan Statistical Area",95
"Wooster, OH Micropolitan Statistical Area",88
"Canton-Massillon, OH Metropolitan Statistical Area",77
"Mansfield, OH Metropolitan Statistical Area",73
"Lima, OH Metropolitan Statistical Area",72
"Salem, OH Micropolitan Statistical Area",68
"Springfield, OH Metropolitan Statistical Area",64
"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",59
"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",51
"Wheeling, WV-OH Metropolitan Statistical Area",43
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
