Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",94
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",79
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",74
"Cedar Rapids, IA Metropolitan Statistical Area",66
"Iowa City, IA Metropolitan Statistical Area",60
"Sioux City, IA-NE-SD Metropolitan Statistical Area",59
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",47
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
