Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",103
"Medford, OR Metropolitan Statistical Area",93
"Albany, OR Metropolitan Statistical Area",89
"Bend-Redmond, OR Metropolitan Statistical Area",86
"Salem, OR Metropolitan Statistical Area",86
"Eugene, OR Metropolitan Statistical Area",84
"Roseburg, OR Micropolitan Statistical Area",75
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
