Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",94
"Sioux City, IA-NE-SD Metropolitan Statistical Area",59
"Lincoln, NE Metropolitan Statistical Area",54
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
