Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",213
"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",138
"Fort Wayne, IN Metropolitan Statistical Area",105
"Cincinnati, OH-KY-IN Metropolitan Statistical Area",95
"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",92
"Elkhart-Goshen, IN Metropolitan Statistical Area",76
"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",74
"Michigan City-La Porte, IN Metropolitan Statistical Area",74
"Bloomington, IN Metropolitan Statistical Area",65
"Terre Haute, IN Metropolitan Statistical Area",60
"Lafayette-West Lafayette, IN Metropolitan Statistical Area",60
"Evansville, IN-KY Metropolitan Statistical Area",57
"Muncie, IN Metropolitan Statistical Area",32
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
