Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Colorado Springs, CO Metropolitan Statistical Area",125
"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",124
"Boulder, CO Metropolitan Statistical Area",105
"Fort Collins, CO Metropolitan Statistical Area",104
"Pueblo, CO Metropolitan Statistical Area",94
"Greeley, CO Metropolitan Statistical Area",68
"Grand Junction, CO Metropolitan Statistical Area",62
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
