Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",213
"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",158
"Racine, WI Metropolitan Statistical Area",107
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",99
"Green Bay, WI Metropolitan Statistical Area",77
"Madison, WI Metropolitan Statistical Area",76
"Sheboygan, WI Metropolitan Statistical Area",74
"Janesville-Beloit, WI Metropolitan Statistical Area",66
"Whitewater-Elkhorn, WI Micropolitan Statistical Area",61
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",60
"Duluth, MN-WI Metropolitan Statistical Area",54
"Oshkosh-Neenah, WI Metropolitan Statistical Area",52
"Fond du Lac, WI Metropolitan Statistical Area",51
"Wausau, WI Metropolitan Statistical Area",44
"Eau Claire, WI Metropolitan Statistical Area",43
"Appleton, WI Metropolitan Statistical Area",41
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
