Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Boise City, ID Metropolitan Statistical Area",105
"Coeur d'Alene, ID Metropolitan Statistical Area",80
"Idaho Falls, ID Metropolitan Statistical Area",74
"Twin Falls, ID Metropolitan Statistical Area",53
"Logan, UT-ID Metropolitan Statistical Area",50
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
