Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",136
"Providence-Warwick, RI-MA Metropolitan Statistical Area",115
"Springfield, MA Metropolitan Statistical Area",93
"Worcester, MA-CT Metropolitan Statistical Area",90
"Barnstable Town, MA Metropolitan Statistical Area",82
"Pittsfield, MA Metropolitan Statistical Area",53
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
