Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Salt Lake City, UT Metropolitan Statistical Area",182
"Provo-Orem, UT Metropolitan Statistical Area",138
"Ogden-Clearfield, UT Metropolitan Statistical Area",137
"St. George, UT Metropolitan Statistical Area",130
"Logan, UT-ID Metropolitan Statistical Area",50
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
