Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",410
"Fresno, CA Metropolitan Statistical Area",251
"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",210
"Vallejo-Fairfield, CA Metropolitan Statistical Area",203
"San Diego-Carlsbad, CA Metropolitan Statistical Area",203
"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",198
"Bakersfield, CA Metropolitan Statistical Area",195
"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",190
"Stockton-Lodi, CA Metropolitan Statistical Area",186
"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",166
"Modesto, CA Metropolitan Statistical Area",154
"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",144
"Yuba City, CA Metropolitan Statistical Area",128
"Merced, CA Metropolitan Statistical Area",116
"Madera, CA Metropolitan Statistical Area",116
"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",108
"Santa Rosa, CA Metropolitan Statistical Area",106
"Visalia-Porterville, CA Metropolitan Statistical Area",104
"Chico, CA Metropolitan Statistical Area",103
"Hanford-Corcoran, CA Metropolitan Statistical Area",100
"Napa, CA Metropolitan Statistical Area",94
"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",92
"Redding, CA Metropolitan Statistical Area",91
"Salinas, CA Metropolitan Statistical Area",89
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metropolitan Statistical Area",87
"Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area",79
"El Centro, CA Metropolitan Statistical Area",76
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
