Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Bangor, ME Metropolitan Statistical Area",556
"Portland-South Portland, ME Metropolitan Statistical Area",510
"Lewiston-Auburn, ME Metropolitan Statistical Area",465
"Augusta-Waterville, ME Micropolitan Statistical Area",444
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
