Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Tulsa, OK Metropolitan Statistical Area",498
"Oklahoma City, OK Metropolitan Statistical Area",497
"Lawton, OK Metropolitan Statistical Area",472
"Fort Smith, AR-OK Metropolitan Statistical Area",405
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
