Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"St. Louis, MO-IL Metropolitan Statistical Area",716
"Kansas City, MO-KS Metropolitan Statistical Area",644
"Springfield, MO Metropolitan Statistical Area",535
"Columbia, MO Metropolitan Statistical Area",513
"Joplin, MO Metropolitan Statistical Area",504
"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",473
"St. Joseph, MO-KS Metropolitan Statistical Area",470
"Jefferson City, MO Metropolitan Statistical Area",468
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
