Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",565
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",507
"Duluth, MN-WI Metropolitan Statistical Area",492
"Mankato-North Mankato, MN Metropolitan Statistical Area",427
"Rochester, MN Metropolitan Statistical Area",424
"Fargo, ND-MN Metropolitan Statistical Area",399
"St. Cloud, MN Metropolitan Statistical Area",371
"Grand Forks, ND-MN Metropolitan Statistical Area",314
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
