Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Albany, OR Metropolitan Statistical Area",701
"Eugene, OR Metropolitan Statistical Area",679
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",679
"Medford, OR Metropolitan Statistical Area",669
"Bend-Redmond, OR Metropolitan Statistical Area",652
"Roseburg, OR Micropolitan Statistical Area",635
"Salem, OR Metropolitan Statistical Area",549
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
