Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Kansas City, MO-KS Metropolitan Statistical Area",644
"Topeka, KS Metropolitan Statistical Area",641
"Wichita, KS Metropolitan Statistical Area",554
"Lawrence, KS Metropolitan Statistical Area",478
"St. Joseph, MO-KS Metropolitan Statistical Area",470
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
