Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Coeur d'Alene, ID Metropolitan Statistical Area",593
"Boise City, ID Metropolitan Statistical Area",581
"Idaho Falls, ID Metropolitan Statistical Area",447
"Twin Falls, ID Metropolitan Statistical Area",418
"Logan, UT-ID Metropolitan Statistical Area",334
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
