Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Prescott, AZ Metropolitan Statistical Area",803
"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",770
"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",711
"Tucson, AZ Metropolitan Statistical Area",701
"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",631
"Show Low, AZ Micropolitan Statistical Area",481
"Flagstaff, AZ Metropolitan Statistical Area",475
"Yuma, AZ Metropolitan Statistical Area",332
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
