Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Barnstable Town, MA Metropolitan Statistical Area",559
"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",550
"Pittsfield, MA Metropolitan Statistical Area",526
"Providence-Warwick, RI-MA Metropolitan Statistical Area",516
"Worcester, MA-CT Metropolitan Statistical Area",513
"Springfield, MA Metropolitan Statistical Area",476
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
