Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Cedar Rapids, IA Metropolitan Statistical Area",583
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",542
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",503
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",457
"Iowa City, IA Metropolitan Statistical Area",441
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",392
"Sioux City, IA-NE-SD Metropolitan Statistical Area",387
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
