Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Memphis, TN-MS-AR Metropolitan Statistical Area",750
"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",588
"Texarkana, TX-AR Metropolitan Statistical Area",528
"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",473
"Jonesboro, AR Metropolitan Statistical Area",430
"Fort Smith, AR-OK Metropolitan Statistical Area",405
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
