Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"New Haven-Milford, CT Metropolitan Statistical Area",630
"Torrington, CT Micropolitan Statistical Area",620
"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",612
"Norwich-New London, CT Metropolitan Statistical Area",579
"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",571
"Worcester, MA-CT Metropolitan Statistical Area",513
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
