Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",866
"Columbus, GA-AL Metropolitan Statistical Area",717
"Savannah, GA Metropolitan Statistical Area",699
"Macon-Bibb County, GA Metropolitan Statistical Area",654
"Warner Robins, GA Metropolitan Statistical Area",648
"Chattanooga, TN-GA Metropolitan Statistical Area",624
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",616
"Brunswick, GA Metropolitan Statistical Area",588
"Albany, GA Metropolitan Statistical Area",512
"Valdosta, GA Metropolitan Statistical Area",499
"Gainesville, GA Metropolitan Statistical Area",465
"Athens-Clarke County, GA Metropolitan Statistical Area",410
"Dalton, GA Metropolitan Statistical Area",387
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",
