Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Barnstable Town, MA Metropolitan Statistical Area",176
"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",246
"Pittsfield, MA Metropolitan Statistical Area",148
"Providence-Warwick, RI-MA Metropolitan Statistical Area",1981
"Springfield, MA Metropolitan Statistical Area",154
"Worcester, MA-CT Metropolitan Statistical Area",193
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",
