Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Logan, UT-ID Metropolitan Statistical Area",111
"Ogden-Clearfield, UT Metropolitan Statistical Area",160
"Provo-Orem, UT Metropolitan Statistical Area",185
"Salt Lake City, UT Metropolitan Statistical Area",229
"St. George, UT Metropolitan Statistical Area",184
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",
