Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",599
"Binghamton, NY Metropolitan Statistical Area",504
"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",541
"Glens Falls, NY Metropolitan Statistical Area",371
"Ithaca, NY Metropolitan Statistical Area",430
"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",352
"Kingston, NY Metropolitan Statistical Area",493
"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",502
"Ogdensburg-Massena, NY Micropolitan Statistical Area",320
"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",592
"Rochester, NY Metropolitan Statistical Area",648
"Syracuse, NY Metropolitan Statistical Area",682
"Utica-Rome, NY Metropolitan Statistical Area",414
"Watertown-Fort Drum, NY Metropolitan Statistical Area",367
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",
