Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Albany-Lebanon, OR Metropolitan Statistical Area",156
"Bend, OR Metropolitan Statistical Area",170
"Eugene-Springfield, OR Metropolitan Statistical Area",155
"Medford, OR Metropolitan Statistical Area",159
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",214
"Roseburg, OR Micropolitan Statistical Area",172
"Salem, OR Metropolitan Statistical Area",161
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",
