Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Boulder, CO Metropolitan Statistical Area","3,593"
"Colorado Springs, CO Metropolitan Statistical Area","8,469"
"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area","33,678"
"Fort Collins, CO Metropolitan Statistical Area","3,755"
"Grand Junction, CO Metropolitan Statistical Area","1,359"
"Greeley, CO Metropolitan Statistical Area","2,616"
"Pueblo, CO Metropolitan Statistical Area","1,573"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
