Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Augusta-Waterville, ME Micropolitan Statistical Area",927
"Bangor, ME Metropolitan Statistical Area","1,127"
"Lewiston-Auburn, ME Metropolitan Statistical Area",869
"Portland-South Portland, ME Metropolitan Statistical Area","4,700"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
