Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Aguadilla-Isabela, PR Metropolitan Statistical Area",366
"Arecibo, PR Metropolitan Statistical Area",181
"Ponce, PR Metropolitan Statistical Area",249
"San Germán, PR Metropolitan Statistical Area",163
"San Juan-Bayamón-Caguas, PR Metropolitan Statistical Area","4,064"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
