Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Appleton, WI Metropolitan Statistical Area","1,586"
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area","118,239"
"Duluth, MN-WI Metropolitan Statistical Area","2,061"
"Eau Claire, WI Metropolitan Statistical Area","1,052"
"Fond du Lac, WI Metropolitan Statistical Area",660
"Green Bay, WI Metropolitan Statistical Area","2,018"
"Janesville-Beloit, WI Metropolitan Statistical Area","1,221"
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",974
"Madison, WI Metropolitan Statistical Area","6,054"
"Milwaukee-Waukesha, WI Metropolitan Statistical Area","15,666"
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area","32,604"
"Oshkosh-Neenah, WI Metropolitan Statistical Area","1,210"
"Racine, WI Metropolitan Statistical Area","1,667"
"Sheboygan, WI Metropolitan Statistical Area",733
"Wausau-Weston, WI Metropolitan Statistical Area","1,052"
"Whitewater, WI Micropolitan Statistical Area",699
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
