Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Barnstable Town, MA Metropolitan Statistical Area","2,115"
"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area","45,876"
"Pittsfield, MA Metropolitan Statistical Area","1,118"
"Providence-Warwick, RI-MA Metropolitan Statistical Area","13,353"
"Springfield, MA Metropolitan Statistical Area","5,370"
"Worcester, MA-CT Metropolitan Statistical Area","7,940"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
