Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Lincoln, NE Metropolitan Statistical Area","2,359"
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area","9,306"
"Sioux City, IA-NE-SD Metropolitan Statistical Area",692
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
