Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Logan, UT-ID Metropolitan Statistical Area",835
"Ogden-Clearfield, UT Metropolitan Statistical Area","5,202"
"Provo-Orem, UT Metropolitan Statistical Area","4,799"
"Salt Lake City, UT Metropolitan Statistical Area","11,170"
"St. George, UT Metropolitan Statistical Area","1,550"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
