Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Duluth, MN-WI Metropolitan Statistical Area","2,061"
"Fargo, ND-MN Metropolitan Statistical Area","1,889"
"Grand Forks, ND-MN Metropolitan Statistical Area",586
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",974
"Mankato, MN Metropolitan Statistical Area",662
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area","32,604"
"Rochester, MN Metropolitan Statistical Area","1,575"
"St. Cloud, MN Metropolitan Statistical Area","1,188"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
